class,sms
spam,"['hi', 'ur', 'lookin', '4', 'saucy', 'daytim', 'fun', 'wiv', 'busty', 'marry', 'wom', 'fre', 'next', 'week', 'chat', '2', 'sort', 'tim', '09099726429', 'janinexx', 'callsa1/minmobsmorelkpobox177hp51fl']"
ham,"['most', 'lik', '.']"
ham,"['ii', 'v', 'fan', '...']"
ham,"['dunno', 'cos', 'v', 'lat', 'n', 'reach', 'insid', 'already', '...', 'at', 'spageddy', 'lor', '...', ""'s"", 'e', 'gal', 'r', 'laugh', 'lor', '...']"
ham,"['guess', 'spent', 'last', 'night', 'phas', 'four', 'dimend']"
ham,"['dad', 'gon', 'na', 'cal', 'get', 'work', 'ask', 'crazy', 'quest', '.']"
ham,"['ye', '..', 'said', 'it', '.', ',']"
ham,"['hurt', 'n', 'mean', 'lin', 'ev', ':', '\\i', 'comprom', 'everyth', 'lov']"
ham,"['lmao', '!', 'nic', '1']"
ham,"['glad', 'see', 'reply', '.']"
spam,"['urg', '!', 'try', 'contact', 'u.', 'today', 'draw', 'show', 'a800', 'priz', 'guarantee', '.', 'cal', '09050001295', 'land', 'lin', '.', 'claim', 'a21', '.', 'valid', '12hrs']"
spam,"['month', 'password', 'wap', '.', 'mobsi.com', '391784.', 'us', 'wap', 'phon', 'pc', '.']"
ham,"['nah', 'dub', 'je', 'stil', 'buff']"
ham,"['pain', 'words-', '\\i', 'thought', 'happy', 'toughest', 'thing', 'ear', '...']"
ham,"['yeah', ',', ""'s"", 'fin', '!', ""'s"", 'a6', 'get', ',', 'ok', '?']"
ham,"['lol', 'u', 'com', 'idea', '?']"
ham,"['many', 'peopl', 'seem', 'spec', 'first', 'sight', ',', 'remain', 'spec', 'til', 'last', 'sight', '..', 'maintain', 'til', 'lif', 'end', '..', 'sh', '!', 'jas']"
ham,"['today', '\\song', 'ded', 'day', '..', '\\', '``', 'song', 'u', 'ded', '?', 'send', 'ur', 'valu', 'frnds', 'first', 'rply', '...', '``']"
ham,"['okay', '...', 'wait', 'ah']"
ham,"['lei', '?']"
ham,"['hi', 'bab', 'u', 'r', 'lik', 'bed', 'im', 'sorry', 'tonight', '!', 'real', 'wan', 'na', 'see', 'u', 'tomorrow', 'cal', '9.', 'lov', 'xxx']"
ham,"['already', 'squat', 'new', 'way', 'walk']"
ham,"['want', 'bold', '2', 'bb', 'torch']"
ham,"['cramp', 'stop', '.', 'going', 'back', 'sleep']"
spam,"['today', 'vodafon', 'numb', 'end', '0089', '(', 'last', 'four', 'digit', ')', 'select', 'receiv', 'a350', 'award', '.', 'numb', 'match', 'pleas', 'cal', '09063442151', 'claim', 'a350', 'award']"
spam,"['fre', 'top', 'rington', '-sub', 'week', 'ringtone-get', '1st', 'week', 'free-send', 'subpo', '81618-', '?', '3', 'per', 'week-stop', 'sms-08718727870']"
ham,"['nan', 'sonathay', 'soladh', '.', 'boss', '?']"
ham,"['bring', 'tat', 'cd', 'forget']"
spam,"['sunshin', 'quiz', 'wkly', 'q', '!', 'win', 'top', 'sony', 'dvd', 'play', 'u', 'know', 'country', 'algarv', '?', 'txt', 'ansr', '82277.', 'a1.50', 'sp', ':', 'tyron']"
ham,"[""n't"", 'know', ""'m"", 'rap', 'dud', 'pok']"
ham,"['weightloss', '!', 'girl', 'friend', '.', 'mak', 'load', 'money', 'ebay', 'someth', '.', 'giv', 'thank', 'god', '.']"
ham,"['gr8', 'see', 'mess', '.', 'r', 'u', 'leav', '?', 'congr', 'dear', '.', 'school', 'wat', 'r', 'ur', 'plan', '.']"
ham,"['ii', 'eatin', 'lat', ""'m"", 'eatin', 'wif', 'fren', 'lei', '...', 'ii', 'going', 'hom', 'first', '?']"
ham,"['fin', 'already', '...', 'yar', 'keep', 'say', 'mushy', '...', 'embarrass', 'ok', '...']"
ham,"['sorry', 'man', ',', 'stash', 'ran', 'dry', 'last', 'night', 'ca', ""n't"", 'pick', 'sunday']"
ham,"['hai', 'priy', 'right', '.', 'doct', 'said', 'pa.', '.']"
spam,"['fre', 'msg', '.', 'sorry', ',', 'serv', 'ord', '81303', 'could', 'del', 'sufficy', 'credit', '.', 'pleas', 'top', 'receiv', 'serv', '.']"
ham,"['ok', '...']"
ham,"['pleas', 'ask', 'mummy', 'cal', 'fath']"
ham,"['com', 'room', 'com', 'hous', 'cos', 'hous', 'stil', 'messy', '...', 'hah', '...']"
ham,"['lost', '10', 'kilo', 'today', '!']"
ham,"['tast', 'fish', 'curry', ':', '-p']"
ham,"['?', 'might', 'accid', 'tookplac', 'somewh', 'ghodband', 'rd', '.', 'traff', 'mov', 'slov', '.', 'plz', 'slip', '&', 'amp', ';', ""n't"", 'worry', '.']"
ham,"['yun', 'ah.now', 'i_', 'wkg', '?', 'btw', 'i_', 'go', 'nus', 'sc', '.', 'ii', 'wan', 'spec', 'wad', '?']"
ham,"['ye', '!', 'on', 'wom', 'man', '!', 'pleas', 'tel', 'lik', 'dislik', 'bed', '...']"
ham,"['test', 'ear', '.', 'apprecy', '.', 'cal', 'tomorrow', '.']"
ham,"[""'s"", 'loverboy', '?', 'keep', 'com', 'queen', ',', 'hmmm', '?', ""n't"", 'ach', 'speak', '?', 'miss', 'desp', '?']"
ham,"['u', 'meet', 'fren', 'dun', 'wan', 'meet', 'ah', '...', 'muz', 'b', 'guy', 'rit', '...']"
ham,"['(', 'prom', 'though', ',', ""n't"", 'ev', 'got', 'din', 'yet', ')']"
ham,"['got', 'back', '!', 'dislik', 'bed', '?']"
ham,"['turn', 'stereo', 'lov', 'mi', 'phon', 'unknown', 'alb', '.']"
spam,"['hard', 'liv', '121', 'chat', '60p/min', '.', 'choos', 'girl', 'connect', 'liv', '.', 'cal', '09094646899', '!', 'cheap', 'chat', 'uk', ""'s"", 'biggest', 'liv', 'serv', '.', 'vu', 'bcm1896wc1n3xx']"
ham,"['yeah', ""n't"", 'see']"
ham,"['ask', 'u', 'knw', 'nt', '?', 'may', 'ur', 'frnds', 'classm', '?']"
ham,"['sorry', 'ear', '.', 'put', 'fires.are', 'around', 'talk', '9', '?', 'act', 'lif', ',', 'lol', '!']"
spam,"['wow', '!', 'boy', 'r', 'back', '.', 'tak', '2007', 'uk', 'tour', '.', 'win', 'vip', 'ticket', '&', 'pre-book', 'vip', 'club', '.', 'txt', 'club', '81303.', 'trackmarqu', 'ltd', 'info', '@', 'vipclub4u', '.']"
ham,"['miss', 'hook', ',', 'doggy', 'hook', ',', 'stand', '...', '|']"
ham,"['u', 'bet', 'go', 'sleep', '..', 'dun', 'disturb', 'u', 'liao', '..', 'u', 'wak', 'msg', 'lor', '..']"
ham,"['fight', 'world', 'easy', ',', 'u', 'eith', 'win', 'los', 'bt', 'fightng', 'some1', 'clos', 'u', 'dificult', 'u', 'los', '-', 'u', 'los', 'u', 'win', '-', 'u', 'stil', 'los', '.']"
ham,"['watch', 'hous', 'uo', 'entertain', 'uo', 'get', 'whol', 'hugh', 'laury', 'thing', 'uo', 'ev', 'stick', 'uo', 'indee', 'espec', 'stick', '.']"
ham,"['thought', 'prap', 'meant', 'anoth', 'on', '.', 'goodo', '!', ""'ll"", 'look', 'tomorrow']"
ham,"['hi', 'jon', ',', 'pet', ',', 'iv', 'bin', '2', 'spain', 'rec', '&', 'hav', 'sum', 'dinero', 'left', ',', 'bil', 'said', 'u', 'ur', 'aor', 'mayb', 'interest', ',', 'hav', '12,000pes', ',', 'around', 'a48', ',', 'tb', ',', 'jam', '.']"
ham,"['bold', '2', '&', 'lt', ';', '#', '&', 'gt', ';', '.']"
ham,"['know', '.', 'shal', 'speak', '&', 'lt', ';', '#', '&', 'gt', ';', 'minut']"
ham,"['\\alrite', 'hunny', '!', 'wot', 'u', '2', '2nite', '?', 'didnt', 'end', 'goin', 'town', 'jus', 'da', 'pub', 'instead', '!', 'jus', 'chillin', 'da', 'mo', 'bedroom', '!', 'lov', 'jen', 'xxx.\\', '``', '``']"
ham,"['went', 'project', 'cent']"
ham,"['per', 'request', ""'maangalyam"", '(', 'alaipayuth', ')', ""'"", 'set', 'callertun', 'cal', '.', 'press', '*', '9', 'cop', 'friend', 'callertun']"
ham,"['lol', 'yeah', 'point', 'guess']"
ham,"['project', 'w', 'fren', 'lor', '.']"
ham,"['lol', '.', 'wel', 'qual', 'aint', 'bad', 'aint', 'complain']"
ham,"['k', ',', 'hap', 'tonight', '?']"
spam,"['hi', ',', 'mandy', 'sul', 'cal', 'hotmix', 'fm', '...', 'chos', 'receiv', 'a5000.00', 'east', 'priz', 'draw', '.....', 'pleas', 'telephon', '09041940223', 'claim', '29/03/05', 'priz', 'transfer', 'someon', 'els', '....']"
ham,"['think', ""'re"", 'going', 'fin', ""'s"", ',', 'com']"
ham,"['tir', 'spec']"
ham,"['com', 'tomorrow', 'di']"
ham,"['cant', 'pick', 'phon', 'right', '.', 'pls', 'send', 'mess']"
ham,"['k', 'go', 'sleep', 'wel', '.', 'tak', 'rest', ':', '-', ')', '.']"
ham,"['u', 'guy', 'nev', 'invit', 'anywh', ':', '(']"
spam,"['ur', 'going', '2', 'bahama', '!', 'callfreefon', '08081560665', 'speak', 'liv', 'op', 'claim', 'eith', 'bahama', 'cru', 'ofa2000', 'cash', '18+only', '.', 'opt', 'txt', 'x', '07786200117']"
ham,"['!', 'want', 'pleas', 'insid', 'outsid', 'bedroom', '...']"
ham,"['\\ey', '!', 'calm', 'downon', 'theacus', '..', 'itxt', 'u', 'cos', 'iwan', 'know', 'wotu', 'r', 'doin', 'thew/end', '...', 'haventcn', 'u', 'ag', '..', 'ring', 'ur', 'up4', 'neth', 'sat.love', 'j', 'xxx.\\', '``', '``']"
ham,"['lov', 'win', 'din', 'lady', '!']"
spam,"['someon', 'conact', 'dat', 'serv', 'ent', 'phon', 'fant', '!', 'find', 'cal', 'landlin', '09111030116.', 'pobox12n146tf15']"
ham,"['iaom', 'cool', 'ta', 'luv', 'v.tired', '2', 'caus', 'doin', 'load', 'plan', 'wk', ',', 'got', 'soc', 'serv', 'inspect', 'nursery', '!', 'tak', 'car', '&', 'spk', 'sn', 'x', '.']"
ham,"['know', 'account', 'detail', '..', 'ask', 'mom', 'send', 'you.my', 'mom', 'reach', '.']"
ham,"['think', 'u', 'wrong', 'numb', '.']"
ham,"['feel', 'alway', 'happy', '..', 'slow', 'becom', 'habit', '&', 'amp', ';', 'fin', 'becom', 'part', 'lif', '..', 'follow', '..', 'happy', 'morn', '&', 'amp', ';', 'happy', 'day', ':', ')']"
ham,"['b', 'lat', 'lov', 'mum']"
ham,"['got', '..', 'mail', 'panr', 'paru', '..']"
ham,"['*', 'think', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'train', '2', 'sav', 'carryin', 'bac', 'train']"
ham,"['giv', 'on', 'miss', 'numb', 'pleas']"
ham,"['jus', 'cam', 'back', 'fr', 'lunch', 'wif', 'sis', '.', 'u', 'leh', '?']"
ham,"['schedule', 'next', 'week', '?', 'town', 'weekend', '.']"
ham,"['real', 'good', ':', ')', 'dhanush', 'rock', ':', ')']"
ham,"['lmao', 'ok', 'wont', 'nee', 'u', 'hair', 'anym', '.']"
ham,"['miss', 'ya', ',', 'nee', 'ya', ',', 'want', 'ya', ',', 'lov', 'ya', '.']"
ham,"['sorry', ""'m"", 'fre', '...']"
ham,"['u', 'ev', 'get', 'song', 'stuck', 'head', 'reason', 'wo', ""n't"", 'go', 'away', 'til', 'u', 'list', 'lik', '5', 'tim', '?']"
ham,"['nt', 'yet', 'chikku', '..', 'simpl', 'habb', '..', 'hw', 'abt', 'u', '?']"
ham,"['got', 'ur', 'mail', 'dileep.thank', 'muchand', 'look', 'forward', 'lot', 'support', '...', 'less', 'contact', ',', 'rememb', 'on', 'venugop', 'mentioned.tomorrow', 'lat', ',', 'shal', 'try', 'com', 'til', 'there.goodnight', 'dear', '.']"
ham,"['sometim', 'heart', 'remembr', 'someon', 'much', '...', 'forget', 'someon', 'soon', '...', 'bcoz', 'heart', 'lik', 'everyon', '.', 'lik', 'on', 'rememb', 'everytim', '...', 'bslvyl']"
ham,"['joy', ""'s"", 'fath', 'john', '.', 'john', 'nam', 'joy', ""'s"", 'fath', '.', 'mand']"
spam,"['hi', '07734396839', 'ibh', 'custom', 'loyal', 'off', ':', 'new', 'nokia6600', 'mobl', 'a10', 'txtauction', '!', 'txt', 'word', ':', 'start', 'no:81151', '&', 'get', '!', '4t', '&']"
ham,"['hi', 'yiju', '...', ""'s"", 'regard', '3230', 'textbook', ""'s"", 'intro', 'algorithm', 'second', 'edit', '...', ""'m"", 'sel', '$', '50', '...']"
spam,"['sms', 'auct', 'nok', '7250i', '.', 'get', 'win', 'fre', 'auct', '.', 'tak', 'part', 'send', 'nok', '86021', '.', 'hg/suite342/2lands', 'row/w1jhl', '16+']"
ham,"['k', ',', 'want', 'us', 'com', '?']"
ham,"['.', 'littl', 'difficult', 'simpl', 'way', 'ent', 'plac']"
ham,"['ha', '...', 'us', 'e', 'thing', '.', 'got', 'tv', '2', 'watch', '.', 'u', 'thk', '2', 'go', 'tonight', 'u', 'already', 'haf', 'smth', 'mind', '...']"
ham,"['dont', 'show', '.', 'far', '.', 'put', 'new', 'pict', 'facebook', '.']"
ham,"['watch', 'tv', '.', 'got', 'new', 'job', ':', ')']"
ham,"['good', 'afternoon', 'sexy', 'bun', '!', 'goe', 'job', 'search', '?', 'wak', 'first', 'thought', 'alway', ',', 'lov', '.', 'wish', 'fin', 'happy', 'know', 'ad', '!']"
ham,"[""'m"", 'com', ',', 'whatev', 'want']"
ham,"['ok', 'chikku', ',', '1', 'favourit', 'song', '..', ':', '-', ')']"
ham,"['u', 'see', 'post', 'facebook', '?']"
spam,"['cal', 'freephon', '0800', '542', '0578', '!']"
spam,"['buy', 'spac', 'invad', '4', 'chant', '2', 'win', 'orig', 'arcad', 'gam', 'consol', '.', 'press', '0', 'gam', 'arcad', '(', 'std', 'wap', 'charg', ')', 'see', 'o2.co.uk/games', '4', 'term', '+', 'set', '.', 'purchas']"
ham,"['7', 'wond', 'world', '7th', '6th', 'ur', 'styl', '5th', 'ur', 'smil', '4th', 'ur', 'person', '3rd', 'ur', 'nat', '2nd', 'ur', 'sms', '1st', '\\ur', 'lov', 'friendship\\', '``', '...', 'good', 'morn', 'dear', '``']"
spam,"['loan', 'purpos', 'a500', '-', 'a75,000', '.', 'homeown', '+', 'ten', 'welcom', '.', 'prevy', 'refus', '?', 'stil', 'help', '.', 'cal', 'fre', '0800', '1956669', 'text', 'back', ""'help"", ""'""]"
spam,"['big', 'broth', 'alert', '!', 'comput', 'select', 'u', '10k', 'cash', '#', '150', 'vouch', '.', 'cal', '09064018838.', 'ntt', 'po', 'box', 'cro1327', '18+', 'bt', 'landlin', 'cost', '150ppm', 'mobl', 'vary']"
ham,"[';', '-', '(', 'oh', 'wel', ',', 'c', 'u', 'lat']"
ham,"['unc', 'atlant', '.', 'wish', 'guy', 'gre', 'semest', '.']"
ham,"['dear', 'fre', 'mess', 'without', 'recharg', '.', 'hi', 'hi', 'hi']"
ham,"['dont', 'search', 'lov', ',', 'let', 'lov', 'find', 'u.', 'that', 'cal', 'fal', 'lov', ',', 'bcoz', 'u', 'dont', 'forc', ',', 'u', 'fal', 'u', 'know', 'smeon', 'hold', 'u', '...', 'bslvyl']"
ham,"['dun', 'believ', 'u.', 'thk', 'u', 'told', '.']"
ham,"['know', 'god', 'cre', 'gap', 'fing', '..', '?', ',', 'on', 'mad', 'com', '&', 'amp', ';', 'fil', 'gap', 'hold', 'hand', 'lov', '..', '!']"
ham,"['ye', ':', ')', 'sur', 'sun', 'tv', '.', ':', ')', 'lol', '.']"
ham,"['arun', 'u', 'transfr', 'amt']"
ham,"['takin', 'show', 'yeah', ""'ll"", 'leav', ""'m"", 'don']"
ham,"['work', 'ey', 'philosoph', 'text', 'u', 'lat', 'bit', 'fre', 'chat', '...']"
ham,"['u', 'havenaot', 'lost', 'il', 'alway', 'b', '4u.i', 'didnaot', 'intend', '2', 'hurt', 'u', 'nev', 'knew', 'u', 'felt', 'iwas+marine', '&', 'thatao', 'itried2tell', 'urmom.i', 'careabout', 'u']"
spam,"['win', ':', 'win', '!', 'mr.', 't.', 'foley', 'ipod', '!', 'excit', 'priz', 'soon', ',', 'keep', 'ey', 'ur', 'mobl', 'visit', 'www.win-82050.co.uk']"
ham,"['bad', 'girl', '.', 'stil', 'rememb']"
ham,"['much', 'gav', '.', 'morn', '.']"
ham,"['hop', 'alright', 'bab', '?', 'worry', 'might', 'felt', 'bit', 'desp', 'learn', 'job', 'fak', '?', 'wait', 'com', 'back', ',', 'lov']"
ham,"['hey', ',', 'tel', 'blak', ""'s"", 'address', '?', 'carlo', 'want', 'meet', 'got', 'lost', ""'s"", 'answ', 'phon']"
ham,"['get', 'opin', 'someth', 'first', '?']"
ham,"['on', 'week', 'leav', 'put', 'know', 'tim', '.', '.']"
ham,"['hit', ',', 'mov', ':', ')']"
ham,"['excel', '.', 'spent', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'air', 'forc', '.', 'iraq', 'afgh', '.', 'stabl', 'honest', '.', 'lik', 'travel', '?']"
ham,"['wan', 'na', 'watch', 'movy']"
ham,"['ok', 'lor', 'thanx', '...', 'ii', 'school', '?']"
ham,"[""'m"", 'class', '.', 'get', 'text', '.']"
ham,"['bus', 'leav', '&', 'lt', ';', '#', '&', 'gt', ';']"
ham,"['god', 'bless.get', 'good', 'sleep', 'dear', '...', 'pray', '!']"
spam,"['today', 'vod', 'numb', 'end', '1225', 'select', 'receiv', 'a50award', '.', 'match', 'pleas', 'cal', '08712300220', 'quot', 'claim', 'cod', '3100', 'standard', 'rat', 'ap']"
ham,"['nic', 'day', 'today', '.', 'lov', 'dear', '.']"
ham,"['aiyo', 'bit', 'pai', 'seh', 'i_', 'noe', '...', 'scar', 'dun', 'rem', 'die', '...', 'hee', '...', 'becom', 'bet', 'lookin', 'ored', 'leh', '...']"
ham,"['aight', ',', ""'ll"", 'ask', 'room']"
ham,"[',', 'what', 'hous', '#', '?', 'beer', '?']"
ham,"['i_', 'wan', '2', 'meet', 'n', 'combin', 'part', '?', ""'s"", 'da', 'rest', 'da', 'project', 'going', '?']"
ham,"['\\getting', 'ticket', '4', 'walsal', 'tue', '6', 'th', 'march', '.', 'mat', 'get', 'sat', '.', 'il', 'pay', 'tre', '.', 'want', '2', 'go', '.', 'txt', 'bak', '.terry\\', '``', '``']"
ham,"['ye', 'chat', '.']"
ham,"['hi', 'jess', 'dont', 'know', 'work', 'cal', 'u', 'im', 'hom', 'ev', '.', 'xxx']"
ham,"['sian', '...', 'aft', 'meet', 'superv', 'got', 'work', '2', 'liao', '...', 'u', 'work', '?']"
ham,"['going', 'writ', 'ccna', 'exam', 'week', '?', '?']"
ham,"['wel', 'watch', 'shrek', '3d', '!', '!', 'b', ')']"
ham,"['much', 'dirty', 'fellow', '?']"
ham,"['dunno', 'dat', ""'s"", 'wat', 'told', '.', 'ok', 'lor', '...']"
ham,"[""'ll"", 'prob', 'tomorrow', '(', 'ev', 'lat', 'tonight', 'someth', ""'s"", 'going', ')']"
ham,"['could', ""n't"", 'say', 'dying', 'man', 'feel', 'sad', 'go', 'want', 'know', 'would', 'prob', 'gon', 'lat', 'night']"
ham,"[""'re"", 'think', 'lift', 'on', '.']"
ham,"['u', '...', 'dun', 'wan', '...', 'u', 'dun', 'lik', 'already', 'ah', '...', 'wat', 'u', '?', 'stil', 'eat', '?']"
ham,"['sent', 'ur', 'email', 'id', 'soon']"
ham,"['wat', 'mak', 'peopl', 'dear', 'de', 'happy', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem', '!', '!', '!']"
ham,"['dud', '.', ""'s"", '.', 'teres', '.', 'hop', 'okay', '.', 'didnt', 'hear', 'peopl', ',', 'cal', 'receiv', 'pack', 'sint', 'dec', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'thot', ""you'ld"", 'lik', 'know', '.', 'fantast', 'year', 'best', 'read', '.', 'plu', 'real', 'real', 'bam', 'first', 'aid', 'usml', ',', 'work', 'don', '.']"
ham,"['hey', 'gorg', 'man', '.', 'work', 'mobl', 'numb', '.', 'good', 'on', 'bab', '.', 'squishy', 'mwah', '.']"
ham,"['may', 'cal', 'lat', 'pls']"
spam,"['hottest', 'pic', 'straight', 'phon', '!', '!', 'see', 'get', 'wet', 'want', ',', 'xx', 'text', 'pic', '89555', '!', 'txt', 'cost', '150p', 'textop', 'g696ga', '18', 'xxx']"
ham,"[""'s"", 'way', 'stay', 'oh', '.']"
ham,"['hello-', 'thanx', 'tak', 'cal', '.', 'got', 'job', '!', 'start', 'monday', '!']"
ham,"['tim', 'ur', 'flight', 'tmr', '?']"
ham,"['com', '?']"
ham,"['rath', 'promin', 'bit', 'mark', 'right', 'cheek']"
ham,"['*', 'septemb', '!']"
ham,"['wet', 'right', '?']"
ham,"[""'s"", 'husband', '.']"
spam,"['hack', 'chat', '.', 'get', 'backdo', 'entry', '121', 'chat', 'room', 'fract', 'cost', '.', 'reply', 'neo69', 'cal', '09050280520', ',', 'subscrib', '25p', 'pm', '.', 'dps', ',', 'bcm', 'box', '8027', 'ldn', ',', 'wc1n3xx']"
ham,"['norm', 'tomorrow', '?', 'fin', '4.15', 'cos', 'st', 'test', '.', 'nee', 'sort', 'libr', 'stuff', 'point', 'tomo', '-', 'got', 'let', 'today', '-', 'access', 'til', 'end', 'march', 'bet', 'get', 'mov', '!']"
ham,"['yeah', '.', 'got', 'list', 'u', 'joann', ""'m"", 'feel', 'real', 'ant', 'soc']"
ham,"['off', 'na', '.']"
ham,"['\\are', 'comingdown', 'lat', '?', '\\', '``', '``']"
ham,"['sup', 'da', ':', ')', 'good', 'replac', 'mural']"
ham,"['da', 'good', 'good', 'player.why', 'unsold', '.']"
ham,"['hi', '.', '||', 'u', 'want', '|', 'join', 'sts', 'lat', '?', '||', 'meet', 'fiv', '.', '||', 'cal', 'u', 'class', '.']"
ham,"['engalnd', '!', 'tel', 'decid', 'wo', ""n't"", 'let', 'watch', 'mia', 'elliot', 'kiss', '!', 'damn', '!']"
spam,"['fre', 'nok', 'motorol', 'upto', '12mths', '1/2price', 'lin', ',', '500', 'fre', 'x-net', 'min', '&', '100txt/mth', 'fre', ""b'tooth"", '*', '.', 'cal', 'mobileupd8', '08001950382', 'cal', '2optout/d3wv']"
ham,"['dont', 'want', 'hear', 'philosoph', '.', 'say', 'hap']"
ham,"['got', 'job', 'wipro', ':', ')', 'get', 'every', 'thing', 'lif', '2', '3', 'year', '.']"
ham,"['cant', 'get', 'da', 'laptop', '?', 'mat', 'card', 'wif', 'i_', 'lei', '...']"
ham,"['dunno', 'da', 'next', 'show', 'aft', '6', '850.', 'toa', 'payoh', 'got', '650', '.']"
spam,"['2nd', 'tim', 'tri', '2', 'contact', 'u.', 'u', '750', 'pound', 'priz', '.', '2', 'claim', 'easy', ',', 'cal', '08718726970', '!', '10p', 'per', 'min', '.', 'bt-national-rate']"
ham,"['mad', 'pay', 'dont', 'much', '.', 'sorry', '.', 'would', 'want', 'fedex', 'way', '.']"
ham,"[""did't"", 'play', 'on', 'day', 'last', 'year', 'know', 'ev', 'though', 'good', 'team', '..', 'lik', 'ind', '.']"
ham,"['k.', ':', ')', 'girl', 'wait', 'receiv', 'ah', '?']"
ham,"['say', 'slow', '.', '?', 'god', ',', 'lov', '&', 'amp', ';', 'nee', ',', 'cle', 'heart', 'blood.send', 'ten', 'spec', 'peopl', '&', 'amp', ';', 'u', 'c', 'mirac', 'tomorrow', ',', ',', 'pls', ',', 'pls', '...']"
ham,"['hat', '.', 'turn', 'fun', 'shop', 'trip', 'annoy', 'day', 'everyth', 'would', 'look', 'hous', '.']"
ham,"['sir', ',', 'wait', 'cal', '.']"
ham,"[""'s"", '.', 'want', 'com', 'onlin', '?']"
ham,"['could', 'work', ',', ""'ll"", 'reach', 'consens', 'next', 'meet']"
ham,"['aiyah', 'wait', 'lor', '.', 'u', 'entertain', '.', 'hee', '...']"
ham,"['last', 'thing', 'ev', 'want', 'hurt', '.', ""n't"", 'think', 'would', '.', ""'d"", 'laugh', ',', 'embarass', ',', 'delet', 'tag', 'keep', 'going', '.', 'far', 'knew', ',', ""n't"", 'ev', '.', 'fact', 'ev', 'felt', 'lik', 'would', 'hurt', 'show', 'real', ""n't"", 'know', '.', 'messy', 'wednesday', ',', ""n't"", 'bad', '.', 'problem', 'tim', 'cle', ',', 'choos', '.', 'skyp', ',', 'tak', 'pict', ',', 'sleep', ',', 'want', 'go', '.', ""n't"", 'mind', 'thing', ',', ""n't"", 'mak', 'bed', ',', 'throw', 'laundry', 'top', ',', 'ca', ""n't"", 'friend', 'hous', ""'m"", 'embarass', ""'s"", 'underwear', 'bra', 'strewn', 'bed', ',', 'pillow', 'flo', ',', ""'s"", 'someth', 'els', '.', 'us', 'good', 'least', 'mak', 'bed', '.']"
ham,"[""'ll"", 'let', 'know', 'kick']"
ham,"['cal', 'ok', 'said', 'cal']"
ham,"['cal', 'numb', 'avail', 'appoint', '.', 'ask', 'connect', 'cal', 'wahee', 'fathim', '.']"
ham,"['i_', 'go', 'buy', 'wif', 'meet', 'i_', 'lat', '?']"
ham,"['mmmm', '...', 'fuck', '...', 'fair', '!', 'know', 'weak', '!', '*', 'grin', '*', '*', 'push', 'kne', ""'s"", '*', '*', 'expos', 'bel', 'pul', 'head', '*', ""n't"", 'forget', '...', 'know', '*', 'wick', 'smil', '*']"
ham,"['today', 'system', 'sh', 'get', 'ready.all', 'wel', 'also', 'deep', 'wel']"
ham,"['mom', 'want', 'know']"
ham,"['aight', ',', ""'ll"", 'text', ""'m"", 'back']"
ham,"['dont', 'know', 'support', 'ass', 'srt', 'thnk', '.', 'think', 'ps3', 'play', 'usb']"
ham,"['oh', 'ok', 'didnt', 'know', 'meant', '.', 'yep', 'baby', 'jontin']"
spam,"['guarantee', 'a1000', 'cash', 'a2000', 'prize.to', 'claim', 'yr', 'priz', 'cal', 'custom', 'serv', 'repres']"
spam,"['would', 'lik', 'see', 'xxx', 'pic', 'hot', 'near', 'ban', 'uk', '!']"
spam,"['hmv', 'bon', 'spec', '500', 'pound', 'genuin', 'hmv', 'vouch', '.', 'answ', '4', 'easy', 'quest', '.', 'play', '!', 'send', 'hmv', '86688', 'info', ':', 'www.100percent-real.com']"
ham,"['watch', 'tv', '.', 'got', 'new', 'job', ':', ')']"
ham,"['pen', 'thing', 'beyond', 'jok', '.', 'wont', 'biro', '?', ""n't"", 'mast', 'ca', ""n't"", 'ev', '!']"
ham,"['party', 'alex', 'nichol']"
spam,"['u', 'secret', 'admir', 'look', '2', 'mak', 'contact', 'u-find', 'r', '*', 'rev', 'think', 'ur', 'special-cal', '09058094594']"
ham,"['see', 'miss', 'cal', 'dear', 'broth', '.', 'gr8', 'day', '.']"
ham,"['ok', '..', 'ii', 'fin', 'soon', '?']"
ham,"['sorry', ',', 'ca', ""n't"", 'help', '.']"
ham,"['com', ',', 'slav', '.', '...', 'going', 'shel', 'unconscy', 'avoid', '...', 'mak', 'unhappy', ':', '-', '(']"
ham,"['lov', 'ass', '!', 'enjoy', 'doggy', 'styl', '?', ':', ')']"
ham,"['think', 'ask', 'gym', 'excus', 'lazy', 'peopl', '.', 'jog', '.']"
spam,"['dear', '0776xxxxxxx', 'u', ""'ve"", 'invit', 'xchat', '.', 'fin', 'attempt', 'contact', 'u', '!', 'txt', 'chat', '86688', '150p/msgrcvdhg/suite342/2lands/row/w1j6hl', 'ldn', '18yrs']"
spam,"['urg', '!', 'pleas', 'cal', '09061743811', 'landlin', '.', 'abt', 'comply', '4', '*', 'ten', 'holiday', 'a5000', 'cash', 'await', 'collect', 'sae', '&', 'cs', 'box', '326', 'cw25wx', '150ppm']"
